name,proc_id,njss_url,address,categories,open_count,total_count,result_count
最高裁判所 東京高等裁判所 前橋家庭裁判所 高崎支部,2615,https://www2.njss.info/organizations/proc/2615,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 高崎簡易裁判所,2616,https://www2.njss.info/organizations/proc/2616,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 桐生支部,2617,https://www2.njss.info/organizations/proc/2617,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋家庭裁判所 桐生支部,2618,https://www2.njss.info/organizations/proc/2618,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 桐生簡易裁判所,2619,https://www2.njss.info/organizations/proc/2619,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 太田支部,2620,https://www2.njss.info/organizations/proc/2620,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋家庭裁判所 太田支部,2621,https://www2.njss.info/organizations/proc/2621,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 太田簡易裁判所,2622,https://www2.njss.info/organizations/proc/2622,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 沼田支部,2623,https://www2.njss.info/organizations/proc/2623,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋家庭裁判所 沼田支部,2624,https://www2.njss.info/organizations/proc/2624,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 沼田簡易裁判所,2625,https://www2.njss.info/organizations/proc/2625,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 群馬富岡簡易裁判所,2626,https://www2.njss.info/organizations/proc/2626,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋家庭裁判所 中之条出張所,2627,https://www2.njss.info/organizations/proc/2627,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 中之条簡易裁判所,2628,https://www2.njss.info/organizations/proc/2628,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 伊勢崎簡易裁判所,2629,https://www2.njss.info/organizations/proc/2629,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 館林簡易裁判所,2630,https://www2.njss.info/organizations/proc/2630,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 前橋地方裁判所 藤岡簡易裁判所,2631,https://www2.njss.info/organizations/proc/2631,群馬県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所,2632,https://www2.njss.info/organizations/proc/2632,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 静岡簡易裁判所,2633,https://www2.njss.info/organizations/proc/2633,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 沼津支部,2634,https://www2.njss.info/organizations/proc/2634,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 沼津支部,2635,https://www2.njss.info/organizations/proc/2635,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 沼津簡易裁判所,2636,https://www2.njss.info/organizations/proc/2636,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 富士支部,2637,https://www2.njss.info/organizations/proc/2637,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 富士支部,2638,https://www2.njss.info/organizations/proc/2638,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 富士簡易裁判所,2639,https://www2.njss.info/organizations/proc/2639,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 下田支部,2640,https://www2.njss.info/organizations/proc/2640,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 下田支部,2641,https://www2.njss.info/organizations/proc/2641,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 下田簡易裁判所,2642,https://www2.njss.info/organizations/proc/2642,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 浜松支部,2643,https://www2.njss.info/organizations/proc/2643,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 浜松支部,2644,https://www2.njss.info/organizations/proc/2644,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 浜松簡易裁判所,2645,https://www2.njss.info/organizations/proc/2645,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 掛川支部,2646,https://www2.njss.info/organizations/proc/2646,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 掛川支部,2647,https://www2.njss.info/organizations/proc/2647,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 掛川簡易裁判所,2648,https://www2.njss.info/organizations/proc/2648,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 清水簡易裁判所,2649,https://www2.njss.info/organizations/proc/2649,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 熱海出張所,2650,https://www2.njss.info/organizations/proc/2650,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 熱海簡易裁判所,2651,https://www2.njss.info/organizations/proc/2651,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 三島簡易裁判所,2652,https://www2.njss.info/organizations/proc/2652,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡家庭裁判所 島田出張所,2653,https://www2.njss.info/organizations/proc/2653,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 静岡地方裁判所 島田簡易裁判所,2654,https://www2.njss.info/organizations/proc/2654,静岡県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府家庭裁判所,2655,https://www2.njss.info/organizations/proc/2655,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府地方裁判所 甲府簡易裁判所,2656,https://www2.njss.info/organizations/proc/2656,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府地方裁判所 都留支部,2657,https://www2.njss.info/organizations/proc/2657,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府家庭裁判所 都留支部,2658,https://www2.njss.info/organizations/proc/2658,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府地方裁判所 都留簡易裁判所,2659,https://www2.njss.info/organizations/proc/2659,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府地方裁判所 鰍沢簡易裁判所,2660,https://www2.njss.info/organizations/proc/2660,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 甲府地方裁判所 富士吉田簡易裁判所,2661,https://www2.njss.info/organizations/proc/2661,山梨県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所,2662,https://www2.njss.info/organizations/proc/2662,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 長野簡易裁判所,2663,https://www2.njss.info/organizations/proc/2663,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 飯山出張所,2664,https://www2.njss.info/organizations/proc/2664,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 飯山簡易裁判所,2665,https://www2.njss.info/organizations/proc/2665,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 上田支部,2666,https://www2.njss.info/organizations/proc/2666,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 上田支部,2667,https://www2.njss.info/organizations/proc/2667,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 上田簡易裁判所,2668,https://www2.njss.info/organizations/proc/2668,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 佐久支部,2669,https://www2.njss.info/organizations/proc/2669,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 佐久支部,2670,https://www2.njss.info/organizations/proc/2670,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 佐久簡易裁判所,2671,https://www2.njss.info/organizations/proc/2671,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 松本支部,2672,https://www2.njss.info/organizations/proc/2672,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 松本支部,2673,https://www2.njss.info/organizations/proc/2673,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 松本簡易裁判所,2674,https://www2.njss.info/organizations/proc/2674,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 木曾福島出張所,2675,https://www2.njss.info/organizations/proc/2675,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 木曾福島簡易裁判所,2676,https://www2.njss.info/organizations/proc/2676,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 大町出張所,2677,https://www2.njss.info/organizations/proc/2677,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 大町簡易裁判所,2678,https://www2.njss.info/organizations/proc/2678,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 諏訪支部,2679,https://www2.njss.info/organizations/proc/2679,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 諏訪支部,2680,https://www2.njss.info/organizations/proc/2680,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 諏訪簡易裁判所,2681,https://www2.njss.info/organizations/proc/2681,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 岡谷簡易裁判所,2682,https://www2.njss.info/organizations/proc/2682,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 飯田支部,2683,https://www2.njss.info/organizations/proc/2683,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 飯田支部,2684,https://www2.njss.info/organizations/proc/2684,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 飯田簡易裁判所,2685,https://www2.njss.info/organizations/proc/2685,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 伊那支部,2686,https://www2.njss.info/organizations/proc/2686,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野家庭裁判所 伊那支部,2687,https://www2.njss.info/organizations/proc/2687,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 長野地方裁判所 伊那簡易裁判所,2688,https://www2.njss.info/organizations/proc/2688,長野県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所,2689,https://www2.njss.info/organizations/proc/2689,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 新潟簡易裁判所,2690,https://www2.njss.info/organizations/proc/2690,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 三条支部,2691,https://www2.njss.info/organizations/proc/2691,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 三条支部,2692,https://www2.njss.info/organizations/proc/2692,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 三条簡易裁判所,2693,https://www2.njss.info/organizations/proc/2693,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 新発田支部,2694,https://www2.njss.info/organizations/proc/2694,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 新発田支部,2695,https://www2.njss.info/organizations/proc/2695,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 新発田簡易裁判所,2696,https://www2.njss.info/organizations/proc/2696,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 長岡支部,2697,https://www2.njss.info/organizations/proc/2697,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 長岡支部,2698,https://www2.njss.info/organizations/proc/2698,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 長岡簡易裁判所,2699,https://www2.njss.info/organizations/proc/2699,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 高田支部,2700,https://www2.njss.info/organizations/proc/2700,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 高田支部,2701,https://www2.njss.info/organizations/proc/2701,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 高田簡易裁判所,2702,https://www2.njss.info/organizations/proc/2702,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 佐渡支部,2703,https://www2.njss.info/organizations/proc/2703,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 佐渡支部,2704,https://www2.njss.info/organizations/proc/2704,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 佐渡簡易裁判所,2705,https://www2.njss.info/organizations/proc/2705,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 新津簡易裁判所,2706,https://www2.njss.info/organizations/proc/2706,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 村上出張所,2707,https://www2.njss.info/organizations/proc/2707,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 村上簡易裁判所,2708,https://www2.njss.info/organizations/proc/2708,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 十日町出張所,2709,https://www2.njss.info/organizations/proc/2709,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 十日町簡易裁判所,2710,https://www2.njss.info/organizations/proc/2710,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 柏崎出張所,2711,https://www2.njss.info/organizations/proc/2711,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 柏崎簡易裁判所,2712,https://www2.njss.info/organizations/proc/2712,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 南魚沼出張所,2713,https://www2.njss.info/organizations/proc/2713,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 南魚沼簡易裁判所,2714,https://www2.njss.info/organizations/proc/2714,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟家庭裁判所 糸魚川出張所,2715,https://www2.njss.info/organizations/proc/2715,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 東京高等裁判所 新潟地方裁判所 糸魚川簡易裁判所,2716,https://www2.njss.info/organizations/proc/2716,新潟県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪家庭裁判所,2717,https://www2.njss.info/organizations/proc/2717,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 大阪簡易裁判所,2718,https://www2.njss.info/organizations/proc/2718,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 堺支部,2719,https://www2.njss.info/organizations/proc/2719,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪家庭裁判所 堺支部,2720,https://www2.njss.info/organizations/proc/2720,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 堺簡易裁判所,2721,https://www2.njss.info/organizations/proc/2721,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 岸和田支部,2722,https://www2.njss.info/organizations/proc/2722,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪家庭裁判所 岸和田支部,2723,https://www2.njss.info/organizations/proc/2723,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 岸和田簡易裁判所,2724,https://www2.njss.info/organizations/proc/2724,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 大阪池田簡易裁判所,2725,https://www2.njss.info/organizations/proc/2725,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 豊中簡易裁判所,2726,https://www2.njss.info/organizations/proc/2726,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 吹田簡易裁判所,2727,https://www2.njss.info/organizations/proc/2727,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 茨木簡易裁判所,2728,https://www2.njss.info/organizations/proc/2728,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 東大阪簡易裁判所,2729,https://www2.njss.info/organizations/proc/2729,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 枚方簡易裁判所,2730,https://www2.njss.info/organizations/proc/2730,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 富田林簡易裁判所,2731,https://www2.njss.info/organizations/proc/2731,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 羽曳野簡易裁判所,2732,https://www2.njss.info/organizations/proc/2732,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 大阪地方裁判所 佐野簡易裁判所,2733,https://www2.njss.info/organizations/proc/2733,大阪府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都家庭裁判所,2734,https://www2.njss.info/organizations/proc/2734,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 京都簡易裁判所,2735,https://www2.njss.info/organizations/proc/2735,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 園部支部,2736,https://www2.njss.info/organizations/proc/2736,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都家庭裁判所 園部支部,2737,https://www2.njss.info/organizations/proc/2737,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 園部簡易裁判所,2738,https://www2.njss.info/organizations/proc/2738,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 宮津支部,2739,https://www2.njss.info/organizations/proc/2739,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都家庭裁判所 宮津支部,2740,https://www2.njss.info/organizations/proc/2740,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 宮津簡易裁判所,2741,https://www2.njss.info/organizations/proc/2741,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 舞鶴支部,2742,https://www2.njss.info/organizations/proc/2742,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都家庭裁判所 舞鶴支部,2743,https://www2.njss.info/organizations/proc/2743,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 舞鶴簡易裁判所,2744,https://www2.njss.info/organizations/proc/2744,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 福知山支部,2745,https://www2.njss.info/organizations/proc/2745,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都家庭裁判所 福知山支部,2746,https://www2.njss.info/organizations/proc/2746,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 福知山簡易裁判所,2747,https://www2.njss.info/organizations/proc/2747,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 伏見簡易裁判所,2748,https://www2.njss.info/organizations/proc/2748,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 右京簡易裁判所,2749,https://www2.njss.info/organizations/proc/2749,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 向日町簡易裁判所,2750,https://www2.njss.info/organizations/proc/2750,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 木津簡易裁判所,2751,https://www2.njss.info/organizations/proc/2751,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 宇治簡易裁判所,2752,https://www2.njss.info/organizations/proc/2752,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 亀岡簡易裁判所,2753,https://www2.njss.info/organizations/proc/2753,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 京都地方裁判所 京丹後簡易裁判所,2754,https://www2.njss.info/organizations/proc/2754,京都府,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所,2755,https://www2.njss.info/organizations/proc/2755,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 神戸簡易裁判所,2756,https://www2.njss.info/organizations/proc/2756,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 伊丹支部,2757,https://www2.njss.info/organizations/proc/2757,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 伊丹支部,2758,https://www2.njss.info/organizations/proc/2758,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 伊丹簡易裁判所,2759,https://www2.njss.info/organizations/proc/2759,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 尼崎支部,2760,https://www2.njss.info/organizations/proc/2760,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 尼崎支部,2761,https://www2.njss.info/organizations/proc/2761,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 尼崎簡易裁判所,2762,https://www2.njss.info/organizations/proc/2762,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 明石支部,2763,https://www2.njss.info/organizations/proc/2763,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 明石支部,2764,https://www2.njss.info/organizations/proc/2764,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 明石簡易裁判所,2765,https://www2.njss.info/organizations/proc/2765,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 柏原支部,2766,https://www2.njss.info/organizations/proc/2766,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 柏原支部,2767,https://www2.njss.info/organizations/proc/2767,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 柏原簡易裁判所,2768,https://www2.njss.info/organizations/proc/2768,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 姫路支部,2769,https://www2.njss.info/organizations/proc/2769,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 姫路支部,2770,https://www2.njss.info/organizations/proc/2770,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 姫路簡易裁判所,2771,https://www2.njss.info/organizations/proc/2771,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 社支部,2772,https://www2.njss.info/organizations/proc/2772,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 社支部,2773,https://www2.njss.info/organizations/proc/2773,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 社簡易裁判所,2774,https://www2.njss.info/organizations/proc/2774,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 龍野支部,2775,https://www2.njss.info/organizations/proc/2775,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 龍野支部,2776,https://www2.njss.info/organizations/proc/2776,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 龍野簡易裁判所,2777,https://www2.njss.info/organizations/proc/2777,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 豊岡支部,2778,https://www2.njss.info/organizations/proc/2778,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 豊岡支部,2779,https://www2.njss.info/organizations/proc/2779,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 豊岡簡易裁判所,2780,https://www2.njss.info/organizations/proc/2780,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 洲本支部,2781,https://www2.njss.info/organizations/proc/2781,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 洲本支部,2782,https://www2.njss.info/organizations/proc/2782,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 洲本簡易裁判所,2783,https://www2.njss.info/organizations/proc/2783,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 西宮簡易裁判所,2784,https://www2.njss.info/organizations/proc/2784,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 篠山簡易裁判所,2785,https://www2.njss.info/organizations/proc/2785,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 加古川簡易裁判所,2786,https://www2.njss.info/organizations/proc/2786,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 浜坂出張所,2787,https://www2.njss.info/organizations/proc/2787,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 浜坂簡易裁判所,2788,https://www2.njss.info/organizations/proc/2788,兵庫県,国・省庁|裁判所,0,0,0
最高裁判所 大阪高等裁判所 奈良家庭裁判所,2789,https://www2.njss.info/organizations/proc/2789,奈良県,国・省庁|裁判所,0,0,0
